rank,admin1,admin2,wp_low_mean,SAH_State_Type,SAH_State_Date,acronym,governor,political-party,population,SAH,SAH-notes,county-state,SAH-start-date,SAH-end-date,source-URL,NE-bus-sus,start-date,source-URL_1,Pub-school-closed,start-date_1,source-URL_2
1144,Texas,Pecos County,-12.25,Stay at home,4/2/2020,,Greg Abbott,Republican,15709,,,,,,,,,,,,
1145,Mississippi,Jasper County,-12.24,Shelter in place,4/3/2020,,Tate Reeves,Republican,16425,,,,,,,,,,,,
1146,Texas,Dallam County,-12.06,Stay at home,4/2/2020,,Greg Abbott,Republican,7303,,,,,,,,,,,,
1147,Mississippi,Noxubee County,-12,Shelter in place,4/3/2020,,Tate Reeves,Republican,10550,,,,,,,,,,,,
1148,Kentucky,Carroll County,-11.69,Healthy at home,3/26/2020,,Andy Beshear,Democratic,10712,,,,,,,,,,,,
1149,California,Del Norte County,-11.67,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,27740,Yes,,,,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1150,Louisiana,Madison Parish,-11.5,Stay at home,3/23/2020,,John Bel Edwards,Democratic,11196,,,,,,,,,,,,
1151,Texas,Moore County,-11.06,Stay at home,4/2/2020,,Greg Abbott,Republican,21083,,,,,,,,,,,,
1152,Texas,Winkler County,-10.47,Stay at home,4/2/2020,,Greg Abbott,Republican,7778,,,,,,,,,,,,
1153,California,Glenn County,-10.29,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,27967,Yes,,,,,,,,,Yes,3/17/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1154,Kansas,Finney County,-9.53,Stay at home,3/30/2020,,Laura Kelly,Democratic,36528,,,,,,,,,,,,
1155,Texas,Reeves County,-6.75,Stay at home,4/2/2020,,Greg Abbott,Republican,15513,,,,,,,,,,,,
1156,Idaho,Boundary County,-6.14,Stay at home,3/25/2020,,Brad Little,Republican,12016,,,,,,,,,,,,
1156,Louisiana,Cameron Parish,-6.14,Stay at home,3/23/2020,,John Bel Edwards,Democratic,7013,,,,,,,,,,,,
1157,Mississippi,Claiborne County,-3.84,Shelter in place,4/3/2020,,Tate Reeves,Republican,9072,,,,,,,,,,,,
,New York,Hamilton County,,Stay at home,3/22/2020,NY,Andrew Cuomo,Democratic,4432,Yes,vulnerable populations only,same,3/22/2020,5/15/2020,https://coronavirus.health.ny.gov/home,Yes,3/22/2020,https://coronavirus.health.ny.gov/new-york-state-pause,Yes,3/18/2020,https://www.governor.ny.gov/news/governor-cuomo-signs-executive-order-closing-schools-statewide-two-weeks
,Pennsylvania,Sullivan County,,Stay at home,4/1/2020,PA,Tom Wolf,Democratic,6076,,,,,,,,,,,,
,Pennsylvania,Cameron County,,Stay at home,4/1/2020,PA,Tom Wolf,Democratic,4501,,,,,,,,,,,,
,California,Alpine County,,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,1089,Yes,Stay at home,same,3/19/2020,,http://alpinecountyca.gov/Index.aspx?NID=516,Yes,3/19/2020,http://alpinecountyca.gov/Index.aspx?NID=516,Yes,3/17/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
,California,Modoc County,,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,8800,Yes,,,,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
,California,Sierra County,,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,2997,Yes,Stay at home,same,3/19/2020,,https://www.sierracounty.ca.gov/DocumentCenter/View/4550/Sierra-County-Board-of-Supervisors-Resolution-2020-034,Yes,3/20/2020,http://sierracounty.ca.gov/AlertCenter.aspx,Yes,3/18/2020,https://www.facebook.com/spjusd/posts/2876208985798957?__xts__[0]=68.ARBYA0WgLcxcsdMGIY9I9DSwgIt6dVP8iWib7N-n4EIIXnQUfUbMi4YS1O0jLD4DKKTjMrYS6-nhb3dlnWf1MEuG0A9xn_bTcO4D-cSMJ0D2JFc16NzVnq-od2mLVPsNoqATcfMneCmgKd7VdpBJx50s8jgrNi7m_zEAS7Q_EJ6mFNtf1gu5uOnweZ2Te3DMNkgkhKquw8t_LKgsKQ-17c0LJQEMZI4f9rfTJJlxIRN3OgUXR91wX37FblpEIUcEaO-5c0SIiKT12lqVPQPC2NFksLD3NInUY-KFSIqUCyyn_1hsqZq0zeHauDP1nVkA9LKVhmKn-nZD4ptzcEgKKQ&__tn__=-R
,Michigan,Ontonagon County,,Stay at home,3/24/2020,MI,Gretchen Whitmer,Democratic,5801,,,,,,,,,,,,
,Michigan,Keweenaw County,,Stay at home,3/24/2020,MI,Gretchen Whitmer,Democratic,2090,,,,,,,,,,,,
,Illinois,Pope County,,Stay at home,3/21/2020,IL,J.B. Pritzker,Democratic,4184,,,,,,,,,,,,
,Illinois,Hardin County,,Stay at home,3/21/2020,IL,J.B. Pritzker,Democratic,3893,,,,,,,,,,,,
,Florida,Lafayette County,,Stay at home,4/3/2020,FL,Ron DeSantis,Republican,8691,,safer at home,,,,,,,,,,
,Florida,Liberty County,,Stay at home,4/3/2020,FL,Ron DeSantis,Republican,8427,,safer at home,,,,,,,,,,
,Louisiana,East Carroll Parish,,Stay at home,3/23/2020,LA,John Bel Edwards,Democratic,6994,,,,,,,,,,,,
,Louisiana,Tensas Parish,,Stay at home,3/23/2020,LA,John Bel Edwards,Democratic,4470,,,,,,,,,,,,
,Texas,King County,,Stay at home,4/2/2020,TN,Greg Abbott,Republican,276,,,,,,,,,,,,
,Texas,Loving County,,Stay at home,4/2/2020,TN,Greg Abbott,Republican,148,,,,,,,,,,,,
,Georgia,Quitman County,,Shelter in place,4/3/2020,GA,Brian Kemp,Republican,2260,Yes,shelter in place,,,,,,,,,,
,Georgia,Taliaferro County,,Shelter in place,4/3/2020,GA,Brian Kemp,Republican,1612,Yes,shelter in place,,,,,,,,,,
,Washington,Columbia County,,Stay at home,3/23/2020,WA,Jay Inslee,Democratic,4039,,,,,,,,,,,,
,Washington,Garfield County,,Stay at home,3/23/2020,WA,Jay Inslee,Democratic,2240,,,,,,,,,,,,
,Indiana,Union County,,Stay at home,3/24/2020,IN,Eric Holcomb,Republican,7029,,,,,,,,,,,,
,Indiana,Ohio County,,Stay at home,3/24/2020,IN,Eric Holcomb,Republican,5879,,,,,,,,,,,,
,Colorado,Mineral County,,Stay at home,3/26/2020,CO,Jared Polis,Democratic,772,,,,,,,,,,,,
,Colorado,San Juan County,,Stay at home,3/26/2020,CO,Jared Polis,Democratic,764,,,,,,,,,,,,
,Virginia,".Fairfax County, Virginia",,Stay at home,3/30/2020,VA,Ralph Northam,Democratic,,,,,,,,,,,,,
,Virginia,Norton City County,,Stay at home,3/30/2020,VA,Ralph Northam,Democratic,,,,,,,,,,,,,
,Virginia,Highland County,,Stay at home,3/30/2020,VA,Ralph Northam,Democratic,2208,,,,,,,,,,,,
,Tennessee,Van Buren County,,Stay at home,3/31/2020,TN,Bill Lee,Republican,5763,Yes,SAH,,3/31/2020,4/30/2020,https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee22.pdf,Yes,3/31/2020,https://fox17.com/news/local/tennessee-governor-bill-lee-issues-stay-at-home-order,Yes,3/18/2020,https://www.vanburenschools.org/o/van-buren-county-schools/live_feed
,Tennessee,Pickett County,,Stay at home,3/31/2020,TN,Bill Lee,Republican,5053,Yes,SAH,,3/31/2020,4/30/2020,https://publications.tnsosfiles.com/pub/execorders/exec-orders-lee22.pdf,Yes,3/31/2020,https://fox17.com/news/local/tennessee-governor-bill-lee-issues-stay-at-home-order,Yes,3/16/2020,https://www.pickettk12.net/apps/events/2020/3/?id=0
,North Carolina,Hyde County,,Stay at home,3/30/2020,NC,Roy Cooper,Democratic,5026,Yes,,,3/30/2020,5/8/2020,https://www.hydecountync.gov/Press%20Release%20-%20Updated%20State%20of%20Emergency%203-30-20.pdf,,,,,,
,North Carolina,Tyrrell County,,Stay at home,3/30/2020,NC,Roy Cooper,Democratic,4115,Yes,,,3/30/2020,5/8/2020,https://www.newsobserver.com/news/local/article242055576.html,,,,,,
,Missouri,Mercer County,,Stay at home,4/6/2020,MO,Mike Parson,Republican,3626,Yes,stay home missouri,,4/6/2020,5/3/2020,https://www.washingtonpost.com/health/2020/04/06/coronavirus-stay-at-home-by-state/#tennessee,,,,,,
,Missouri,Worth County,,Stay at home,4/6/2020,MO,Mike Parson,Republican,2026,Yes,stay home missouri,,4/6/2020,5/3/2020,https://www.washingtonpost.com/health/2020/04/06/coronavirus-stay-at-home-by-state/#tennessee,,,,,,
,Mississippi,Sharkey County,,Shelter in place,4/3/2020,MS,Tate Reeves,Republican,4375,Yes,shelter in place,,4/3/2020,4/27/2020,https://www.sos.ms.gov/Education-Publications/ExecutiveOrders/1466.pdf,,,,,,
,Mississippi,Issaquena County,,Shelter in place,4/3/2020,MS,Tate Reeves,Republican,1307,Yes,shelter in place,,4/3/2020,4/27/2020,https://www.sos.ms.gov/Education-Publications/ExecutiveOrders/1466.pdf,,,,,,
,Nevada,Eureka County,,Stay at home,4/1/2020,NV,Steve Sisolak,Democratic,1998,Yes,SAH directive,,4/1/2020,4/30/2020,https://www.washingtonpost.com/health/2020/04/06/coronavirus-stay-at-home-by-state/#mississippi,,,,,,
,Nevada,Esmeralda County,,Stay at home,4/1/2020,NV,Steve Sisolak,Democratic,827,Yes,SAH directive,,4/1/2020,4/30/2020,https://www.washingtonpost.com/health/2020/04/06/coronavirus-stay-at-home-by-state/#mississippi,,,,,,
,Utah,Salt Lake County,,,,UT,Gary Herbert,Republican,1148692,Yes,,,3/13/2020,5/1/2020,https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,Yes,3/13/2020,https://coronavirus.utah.gov/stay-at-home/,Yes,3/13/2020,https://coronavirus.utah.gov/stay-at-home/
,Utah,Utah County,,,,UT,Gary Herbert,Republican,621520,No,,,,,https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,,,,,,
,Utah,Piute County,,,,UT,Gary Herbert,Republican,1438,No,,,,,https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,,,,,,
,Utah,Daggett County,,,,UT,Gary Herbert,Republican,974,No,,,,,https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,,,,,,
,Wisconsin,Menominee County,,Stay at home,3/25/2020,WI,Tony Evers,Democratic,4595,Yes,,,3/25/2020,5/26/2020,https://www.menominee-nsn.gov/Covid-19.aspx,,,,,,
,Wisconsin,Florence County,,Stay at home,3/25/2020,WI,Tony Evers,Democratic,4294,Yes,,,3/25/2020,5/26/2020,https://www.nbcchicago.com/news/coronavirus/evers-extends-wisconsin-stay-at-home-order-until-may-26/2256924/,,,,,,
,Kentucky,Hickman County,,Healthy at home,3/26/2020,KY,Andy Beshear,Democratic,4431,,healthy at home,,,,,,,,,,
,Kentucky,Robertson County,,Healthy at home,3/26/2020,KY,Andy Beshear,Democratic,2130,,healthy at home,,,,,,,,,,
,District of Columbia,District of Columbia,,Stay at home,4/1/2020,DC,NA,#N/A,701547,Yes,,,3/30/2020,5/15/2020,https://www.washingtonpost.com/health/2020/04/06/coronavirus-stay-at-home-by-state/#mississippi,Yes,3/24/2020,https://coronavirus.dc.gov/release/mayor-bowser-orders-closure-non-essential-businesses,Yes,3/9/2020,https://www.wusa9.com/article/news/health/coronavirus/dc-schools-close-monday-to-prepare-for-covid-19/65-d57b6a3d-9585-4a33-93dc-4389f292cff0
,Iowa,Polk County,,,,IA,Kim Reynolds,Republican,485833,No,,,,,https://www.desmoinesregister.com/story/news/2020/04/07/iowa-equivalent-stay-at-home-order-coronavirus-kim-reynolds/2961810001/,Yes,3/17/2020,https://www.kcci.com/article/gov-reynolds-issues-state-of-public-health-disaster/31700874#,Yes,3/16/2020,https://kwwl.com/2020/03/15/governor-reynolds-iowa-schools-recommended-to-close-for-four-weeks/
,Iowa,Linn County,,,,IA,Kim Reynolds,Republican,225763,No,,,,,,,,,,,
,Iowa,Ringgold County,,,,IA,Kim Reynolds,Republican,4940,No,,,,,,,,,,,
,Iowa,Adams County,,,,IA,Kim Reynolds,Republican,3644,No,,,,,,,,,,,
,Oklahoma,Oklahoma County,,,,OK,Kevin Stitt,Republican,790593,Yes,safer at home,,3/30/2020,4/30/2020,https://kfor.com/health/coronavirus/oklahoma-governor-enacting-new-covid-19-guidelines-no-statewide-stay-at-home-order-in-place/,Yes,4/2/2020,https://oklahoman.com/article/5659187/coronavirus-in-oklahoma-stitt-extends-nonessential-business-closures-to-all-77-counties,Yes,3/17/2020,https://oklahoman.com/article/5657756/all-oklahoma-public-schools-expected-to-close
,Oklahoma,Tulsa County,,,,OK,Kevin Stitt,Republican,647683,Yes,safer at home,,3/29/2020,4/30/2020,https://kfor.com/health/coronavirus/oklahoma-governor-enacting-new-covid-19-guidelines-no-statewide-stay-at-home-order-in-place/,Yes,3/25/2020,https://www.cityoftulsa.org/press-room/coronavirus-covid-19-update-march-24/,Yes,3/14/2020,https://www.tulsaschools.org/parents-students/coronavirus
,Oklahoma,Harmon County,,,,OK,Kevin Stitt,Republican,2691,Yes,safer at home,,4/1/2020,4/30/2020,https://kfor.com/health/coronavirus/oklahoma-governor-enacting-new-covid-19-guidelines-no-statewide-stay-at-home-order-in-place/,,,,,,
,Oklahoma,Cimarron County,,,,OK,Kevin Stitt,Republican,2165,Yes,safer at home,,4/1/2020,4/30/2020,https://kfor.com/health/coronavirus/oklahoma-governor-enacting-new-covid-19-guidelines-no-statewide-stay-at-home-order-in-place/,,,,,,
,Minnesota,Lake of the Woods County,,Stay at home,3/27/2020,MN,Tim Walz,Democratic,3737,Yes,shelter in place,,3/27/2020,5/3/2020,https://mn.gov/governor/covid-19/faq/,,,,,,
,Minnesota,Traverse County,,Stay at home,3/27/2020,MN,Tim Walz,Democratic,3291,Yes,shelter in place,,3/27/2020,5/3/2020,https://mn.gov/governor/covid-19/faq/,,,,,,
,Oregon,Sherman County,,Stay at home,3/23/2020,OR,Kate Brown,Democratic,1700,Yes,,,3/23/2020,,https://www.kdrv.com/content/news/Governor-Brown-extends-restaurant-dine-in-ban-indefinitely-to-match-stay-at-home-order-569450591.html,,,,,,
,Oregon,Wheeler County,,Stay at home,3/23/2020,OR,Kate Brown,Democratic,1351,Yes,,,3/23/2020,,https://www.kdrv.com/content/news/Governor-Brown-extends-restaurant-dine-in-ban-indefinitely-to-match-stay-at-home-order-569450591.html,,,,,,
,Arkansas,Pulaski County,,,,AR,Asa Hutchinson,Republican,391918,Yes,,,4/2/2020,4/30/2020,https://www.ky3.com/content/news/Pulaski-County-issues-stay-at-home-order-569324061.html,Yes,4/4/2020,https://www.nwahomepage.com/knwa/arkansas-will-not-follow-white-house-recommendations-for-re-opening-businesses/,Yes,3/15/2020,https://www.swtimes.com/opinion/20200422/how-one-arkansas-school-district-got-jump-on-virus
,Arkansas,Benton County,,,,AR,Asa Hutchinson,Republican,272266,Yes,Minors Only,,4/2/2020,8/2/2020,https://katv.com/news/coronavirus/the-city-of-benton-issued-stay-at-home-order-to-minors-for-120-days-due-to-pandemic,No,4/4/2020,https://www.nwahomepage.com/knwa/arkansas-will-not-follow-white-house-recommendations-for-re-opening-businesses/,Yes,3/15/2020,https://www.swtimes.com/opinion/20200422/how-one-arkansas-school-district-got-jump-on-virus
,Arkansas,Woodruff County,,,,AR,Asa Hutchinson,Republican,6466,No,,,NAN,NAN,NAN,No,4/4/2020,https://www.nwahomepage.com/knwa/arkansas-will-not-follow-white-house-recommendations-for-re-opening-businesses/,Yes,3/15/2020,https://www.swtimes.com/opinion/20200422/how-one-arkansas-school-district-got-jump-on-virus
,Arkansas,Calhoun County,,,,AR,Asa Hutchinson,Republican,5227,No,,,NAN,NAN,NAN,No,4/4/2020,https://www.nwahomepage.com/knwa/arkansas-will-not-follow-white-house-recommendations-for-re-opening-businesses/,Yes,3/15/2020,https://www.swtimes.com/opinion/20200422/how-one-arkansas-school-district-got-jump-on-virus
,Kansas,Wallace County,,Stay at home,3/30/2020,KS,Laura Kelly,Democratic,1489,Yes,,,3/24/2020,5/3/2020,https://www.kwch.com/content/news/Gov-Laura-Kelly-expands-testing-criteria-sticks-with-stay-at-home-order-for-now-569827071.html,Yes,3/24/2020,https://www.kwch.com/content/news/New-projection-indicates-possible-time-frame-for-reopening-KS-businesses-569802151.html,Yes,,
,Kansas,Greeley County,,Stay at home,3/30/2020,KS,Laura Kelly,Democratic,1229,Yes,,,3/24/2020,3/3/2020,https://www.kwch.com/content/news/Gov-Laura-Kelly-expands-testing-criteria-sticks-with-stay-at-home-order-for-now-569827071.html,Yes,3/24/2020,https://www.kwch.com/content/news/New-projection-indicates-possible-time-frame-for-reopening-KS-businesses-569802151.html,Yes,,
,New Mexico,De Baca County,,Stay at home,3/24/2020,NM,Michelle Lujan Grisham,Democratic,1779,Yes,SAH  instruction,,3/24/2020,4/16/2020,https://thehill.com/homenews/state-watch/494441-new-mexico-governor-extends-stay-at-home-order-were-not-ready-to-ease-up,Yes,3/24/2020,,Yes,,
,New Mexico,Harding County,,Stay at home,3/24/2020,NM,Michelle Lujan Grisham,Democratic,650,Yes,SAH  instruction,,3/24/2020,4/16/0202,https://thehill.com/homenews/state-watch/494441-new-mexico-governor-extends-stay-at-home-order-were-not-ready-to-ease-up,Yes,3/24/2020,,Yes,,
,Idaho,Camas County,,Stay at home,3/25/2020,ID,Brad Little,Republican,1121,Yes,,,3/25/2020,5/1/2020,https://adacounty.id.gov/blog/news/re-opening-idaho-governors-timelines-and-protocols/,Yes,3/25/2020,https://adacounty.id.gov/blog/news/re-opening-idaho-governors-timelines-and-protocols/,Yes,,
,Idaho,Clark County,,Stay at home,3/25/2020,ID,Brad Little,Republican,851,Yes,,,3/25/2020,5/1/2020,https://adacounty.id.gov/blog/news/re-opening-idaho-governors-timelines-and-protocols/,Yes,3/25/2020,https://adacounty.id.gov/blog/news/re-opening-idaho-governors-timelines-and-protocols/,Yes,,
,South Dakota,Minnehaha County,,,,SD,Kristi L. Noem,Republican,190992,Yes,vulnerable population,,4/15/2020,5/15/2020,https://ktiv.com/2020/04/24/watch-live-gov-noem-provides-daily-update-on-covid-19-in-south-dakota-4/,Yes,4/30/2020,https://web.minnehahacounty.org/residents/mediaReleases/BuildingClosureExtended3_31_20.pdf,Yes,3/13/2020,https://www.argusleader.com/story/news/education/2020/04/06/gov-noem-says-south-dakota-schools-remain-closed-rest-school-year/2955969001/
,South Dakota,Pennington County,,,,SD,Kristi L. Noem,Republican,111950,NAN,NAN,,NAN,NAN,NAN,Yes,NAN,,Yes,3/13/2020,https://www.argusleader.com/story/news/education/2020/04/06/gov-noem-says-south-dakota-schools-remain-closed-rest-school-year/2955969001/
,South Dakota,Harding County,,,,SD,Kristi L. Noem,Republican,1252,NAN,,,NAN,NAN,NAN,NAN,NAN,,Yes,3/13/2020,https://www.argusleader.com/story/news/education/2020/04/06/gov-noem-says-south-dakota-schools-remain-closed-rest-school-year/2955969001/
,South Dakota,Jones County,,,,SD,Kristi L. Noem,Republican,928,NAN,,,NAN,NAN,NAN,NAN,NAN,,Yes,3/12/2020,https://www.argusleader.com/story/news/education/2020/04/06/gov-noem-says-south-dakota-schools-remain-closed-rest-school-year/2955969001/
,Nebraska,Douglas County,,,,NE,Pete Ricketts,Republican,566391,NAN,SAH,,NAN,NAN,https://www.douglascounty-ne.gov/coronavirus-covid-19-information,Yes,,https://www.douglascounty-ne.gov/coronavirus-covid-19-information,,,
,Nebraska,Lancaster County,,,,NE,Pete Ricketts,Republican,316527,NAN,SAH,,NAN,NAN,https://www.1011now.com/content/news/Governor-Ricketts-Stay-at-home-order-not-necessary-for-Nebraska-569424601.html,,,https://www.douglascounty-ne.gov/coronavirus-covid-19-information,,,
,Nebraska,Blaine County,,,,NE,Pete Ricketts,Republican,480,NAN,SAH,,NAN,NAN,https://www.1011now.com/content/news/Governor-Ricketts-Stay-at-home-order-not-necessary-for-Nebraska-569424601.html,,,https://www.douglascounty-ne.gov/coronavirus-covid-19-information,,,
,Nebraska,Arthur County,,,,NE,Pete Ricketts,Republican,462,NAN,SAH,,NAN,NAN,https://www.1011now.com/content/news/Governor-Ricketts-Stay-at-home-order-not-necessary-for-Nebraska-569424601.html,,,https://www.douglascounty-ne.gov/coronavirus-covid-19-information,,,
,West Virginia,Tucker County,,Stay at home,3/24/2020,WA,Jim Justice,Republican,6937,yes,PX,,,,http://wvmetronews.com/2020/04/27/justice-introduces-reopening-plan-hinges-on-positive-test-rate-remaining-below-3-percent/,,,,,,
,West Virginia,Wirt County,,Stay at home,3/24/2020,WA,Jim Justice,Republican,5811,yes,PX,,,,http://wvmetronews.com/2020/04/27/justice-introduces-reopening-plan-hinges-on-positive-test-rate-remaining-below-3-percent/,,,,,,
,Vermont,Grand Isle County,,Stay at home,3/25/2020,VT,Phil Scott,Republican,7110,Yes,,,3/13/2020,5/15/2020,https://governor.vermont.gov/press-release/governor-phil-scott-extends-state-emergency-vermont,,,,,,
,Vermont,.Essex County,,Stay at home,3/25/2020,VT,Phil Scott,Republican,,Yes,,,3/13/2020,5/15/2020,https://governor.vermont.gov/press-release/governor-phil-scott-extends-state-emergency-vermont,,,,,,
,North Dakota,Cass County,,,,ND,Doug Burgum,Republican,180294,,,,,,,,,,,,
,North Dakota,Burleigh County,,,,ND,Doug Burgum,Republican,95276,,,,,,,,,,,,
,North Dakota,Billings County,,,,ND,Doug Burgum,Republican,918,,,,,,,,,,,,
,North Dakota,Slope County,,,,ND,Doug Burgum,Republican,761,,,,,,,,,,,,
,Hawaii,Kalawao County,,Stay at home,3/25/2020,HI,David Ige,Democratic,86,Yes,PX,,3/20/2020,5/31/2020,https://news.yahoo.com/hawaii-wont-reopen-anytime-soon-164707821.html,,,,,,
,Montana,Treasure County,,Stay at home,3/28/2020,MT,Steve Bullock,Democratic,673,,,,,,,,,,,,
,Montana,Petroleum County,,Stay at home,3/28/2020,MT,Steve Bullock,Democratic,512,,,,,,,,,,,,
,Wyoming,Laramie County,,,,WY,Mark Gordon,Republican,98865,No,,,NAN,NAN,https://www.wyomingnews.com/news/local_news/still-no-plans-for-a-statewide-stay-at-home-order/article_c03e55e8-b717-56c9-be2f-e63022c8e080.html,,,,Yes,,https://trib.com/news/local/education/wyomings-top-educator-schools-will-likely-only-open-in-limited-capacity-in-coming-weeks/article_067a90af-9061-5c3f-ae50-cc5a00f2a40e.html
,Wyoming,Natrona County,,,,WY,Mark Gordon,Republican,79175,No,,,NAN,NAN,https://www.wyomingnews.com/news/local_news/still-no-plans-for-a-statewide-stay-at-home-order/article_c03e55e8-b717-56c9-be2f-e63022c8e080.html,,,,Yes,,https://trib.com/news/local/education/wyomings-top-educator-schools-will-likely-only-open-in-limited-capacity-in-coming-weeks/article_067a90af-9061-5c3f-ae50-cc5a00f2a40e.html
,Wyoming,Hot Springs County,,,,WY,Mark Gordon,Republican,4568,No,,,NAN,NAN,https://www.wyomingnews.com/news/local_news/still-no-plans-for-a-statewide-stay-at-home-order/article_c03e55e8-b717-56c9-be2f-e63022c8e080.html,,,,Yes,,https://trib.com/news/local/education/wyomings-top-educator-schools-will-likely-only-open-in-limited-capacity-in-coming-weeks/article_067a90af-9061-5c3f-ae50-cc5a00f2a40e.html
,Wyoming,Niobrara County,,,,WY,Mark Gordon,Republican,2400,No,,,NAN,NAN,https://www.wyomingnews.com/news/local_news/still-no-plans-for-a-statewide-stay-at-home-order/article_c03e55e8-b717-56c9-be2f-e63022c8e080.html,,,,Yes,,https://trib.com/news/local/education/wyomings-top-educator-schools-will-likely-only-open-in-limited-capacity-in-coming-weeks/article_067a90af-9061-5c3f-ae50-cc5a00f2a40e.html
,Alaska,Anchorage Municipality,,Stay at home,3/28/2020,AK,Mike Dunleavy,Republican,290521,Yes,Add Local time,,3/28/2020,4/27/2020,https://www.facebook.com/113723818965928/videos/2540569596208146/,Yes,3/28/2020,https://www.facebook.com/113723818965928/videos/2540569596208146/,Yes,,
,Alaska,Matanuska-Susitna Borough,,Stay at home,3/28/2020,AK,Mike Dunleavy,Republican,107115,Yes,State,,3/28/2020,4/24/2020,https://nymag.com/intelligencer/2020/04/states-stay-at-home-orders-ending.html,Yes,3/28/2020,https://nymag.com/intelligencer/2020/04/states-stay-at-home-orders-ending.html,Yes,,
,Alaska,Bristol Bay Borough,,Stay at home,3/28/2020,AK,Mike Dunleavy,Republican,880,Yes,State,,3/28/2020,4/24/2020,https://nymag.com/intelligencer/2020/04/states-stay-at-home-orders-ending.html,Yes,3/28/2020,https://nymag.com/intelligencer/2020/04/states-stay-at-home-orders-ending.html,Yes,,
